廠牌,車型/車款名,車型/車款,引擎,排氣量[L],最大扭力[N-m],最大馬力[kW],排檔型式_日,空重[kg],總重[kg],最大積載量[kg],自動車構造,能效[km/L],軸組型態_日,車輛種類,模擬車重[噸],總重[噸],乘車定員[人]
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CD,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CG,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD77CL,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CE,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXR77CG,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.3,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY77CK,6UZ1,9.839,1814,294,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CD,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CE,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXD52CG,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY52CK,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXY52CK,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXZ52CK,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2PG-EXZ52CK,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.25,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.1,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CD,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.1,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.1,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CE,6WG1,15.681,2256,382,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.1,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.2,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,1863,309,7MT,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,309,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXD52CG,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-2D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXY52CK,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXY52CK,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXZ52CK,6WG1,15.681,2256,338,6MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-EXZ52CK,6WG1,15.681,2256,338,8MT×2,10525,34635,24000.0,ﾄﾗｸﾀ,3.15,2-4D･4D,大貨車,22.58,34.635,
ISUZU,ギガ,2KG-CYZ77DMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,2.01,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2KG-CYZ77DMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,2.01,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2KG-CYZ77DV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,2.01,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2KG-CYZ77DV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,2.01,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.94,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.94,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.94,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.94,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77CV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77DMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77DMQ,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77DV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ77DV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.98,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYJ77CW,6UZ1,9.839,1814,294,7MT,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2･2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYJ77CW,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2･2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYJ77CW,6UZ1,9.839,1814,294,7MT,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2･2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYJ77CW,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2･2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYY77CYV,6UZ1,9.839,1814,294,7MT,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYY77CYV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYY77CYV,6UZ1,9.839,1814,294,7MT,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYY77CYV,6UZ1,9.839,1814,294,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ52CMQ,6WG1,15.681,2256,338,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ52CMQ,6WG1,15.681,2256,338,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-4D･4D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ52CMQ,6WG1,15.681,2256,338,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ52CMQ,6WG1,15.681,2256,338,8MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.96,2-2D･2D,大貨車,39.083,59.138,
ISUZU,ギガ,2DG-CYZ52CMQ,6WG1,15.681,2256,338,6MT×2,19028,59138,40000.0,ﾄﾗｸﾀ,1.92,2-4D･4D,大貨車,39.083,59.138,
